idedomuny;NomMun;pob_total;pob_hombres;pob_mujeres
2114980;SANTIAGO MIAHUATLAN;7044;3369;3675
2115080;SANTO DOMINGO HUEHUETLAN;6403;3165;3238
2115180;SANTO TOMAS HUEYOTLIPAN;4965;2420;2545
2115280;SOLTEPEC;8606;4367;4239
2115380;TECALI DE HERRERA;11167;5621;5546
2115480;TACAMACHALCO;31330;15664;15666
2115580;TECOMATLAN;5757;2839;2918
2115680;TEHUACAN;113107;54411;58696
2115780;TEHUITZINGO;13027;6526;6501
2115880;TENAMPULCO;7383;3737;3646
2115980;TEOPANTLAN;5648;2714;2934
2116080;TEOTLALCO;3472;1723;1749
2116180;TEPANGO DE LOPEZ;10721;5247;5474
2116280;TEPANGO DE RODRIGUEZ;2449;1215;1234
2116380;TEPATLAXCO DE HIDALGO;11063;5592;5471
2116480;TEPEACA;36549;18046;18503
2116580;TEPEMAXALCO;913;467;446
2116680;TEPEOJUMA;7229;3593;3636
2116780;TEPETZINTLA;7465;3598;3867
2116880;TEPEXCO;5231;2669;2562
2116980;TEPEXI DE RODRIGUEZ;14411;7229;7182
2117080;TEPEYAHUALCO;11745;5902;5843
2117180;TEPEYAHUALCO CUAUHTEMOC;1823;907;916
2117280;TETELA DE OCAMPO;21834;10952;10882
2117380;TETELES DE AVILA CASTILLO;3295;1337;1958
2117480;TEZIUTLAN;50572;24075;26497
2117580;TIANGUISMANALCO;7364;3571;3793
2117680;TILAPA;5821;2892;2929
2117780;TLACOTEPEC DE BENITO JUAREZ;23985;11971;12014
2117880;TLACUILOTEPEC;13991;7154;6837
2117980;TLACHICHUCA;19188;9706;9482
2118080;TLAHUAPAN;19415;9922;9493
2118180;TLALTENANGO;3674;1841;1833
2118280;TLALNEPANTLA;2295;1076;1219
2118380;TLAOLA;11362;5638;5724
2118480;TLAPACOYA;4940;2531;2409
2118580;TLAPANALA;6516;3240;3276
2118680;TLATLAUQUITEPEC;31323;15937;15386
2118780;TLAXCO;5029;2620;2409
2118880;TOCHIMILCO;13748;6900;6848
2118980;TOCHTEPEC;10937;5460;5477
2119080;TOTOLTEPEC DE GUERRERO;1128;581;547
2119180;TULCINGO;7698;3760;3938
2119280;TUZAMAPAN DE GALEANA;5084;2524;2560
2119380;TZICATLACOYAN;4547;2322;2225
2119480;VENUSTIANO CARRANZA;17439;8799;8640
2119580;VICENTE GUERRERO;13730;6925;6805
2119680;XAYACATLAN DE BRAVO;1653;788;865
2119780;XICOTEPEC;36901;18178;18723
2119880;XICOTLAN;1346;663;683
2119980;XIUTETELCO;16941;8591;8350
2120080;XOCHIAPULCO;3749;1862;1887
2120180;XOCHILTEPEC;3081;1533;1548
2120280;XOCHITLAN;9642;4801;4841
2120380;XOCHITLAN TODOS SANTOS;4381;2147;2234
2120480;YAONAHUAC;4163;2132;2031
2120580;YEHUALTEPEC;11578;5748;5830
2120680;ZACAPALA;4130;2099;2031
2120780;ZACAPOAXTLA;35456;17469;17987
2120880;ZACATLAN;46928;23132;23796
2120980;ZAPOTITLAN;6964;3489;3475
2121080;ZAPOTITLAN DE MENDEZ;3711;1856;1855
2121180;ZARAGOZA;9070;4439;4631
2121280;ZAUTLA;16834;8264;8570
2121380;ZIHUATEUTLA;9364;4815;4549
2121480;ZINACATEPEC;10152;4903;5249
2121580;ZONGOZOTLA;2946;1427;1519
2121680;ZOQUIAPAN;2948;1468;1480
2121780;ZOQUITLAN;14057;7066;6991
2200180;AMEALCO;38389;19322;19067
2200280;ARROYO SECO;11909;6023;5886
2200380;CADEREYTA DE MONTES;37542;18840;18702
2200480;COLON;28036;14281;13755
2200580;CORREGIDORA;29689;14840;14849
2200680;EZEQUIEL MONTES;16617;8242;8375
2200780;HUIMILPAN;17113;8721;8392
2200880;JALPAN DE SERRA;15092;7573;7519
2200980;LANDA DE MATAMOROS;15088;7771;7317
2201080;MARQUES EL;40160;20583;19577
2201180;PEDRO ESCOBEDO;29503;15004;14499
2201280;PEÑAMILLER;13965;6957;7008
2201380;PINAL DE AMOLES;22642;11527;11115
2201480;QUERETARO;293586;144162;149424
2201580;SAN JOAQUIN;5432;2715;2717
2201680;SAN JUAN DEL RIO;81820;40572;41248
2201780;TEQUISQUIAPAN;27710;13757;13953
2201880;TOLIMAN;15312;7477;7835
2300180;COZUMEL;23270;11953;11317
2300280;FELIPE CARRILLO PUERTO;32506;16830;15676
2300380;ISLA MUJERES;4731;2511;2220
2300480;OTHON P. BLANCO;97999;50082;47917
2300580;BENITO JUAREZ;37190;19110;18080
2300680;JOSE MARIA MORELOS;18372;9618;8754
2300780;LAZARO CARDENAS;11917;6256;5661
2400180;AHUALULCO;17403;8580;8823
2400280;ALAQUINES;8698;4520;4178
2400380;AQUISMON;26797;13692;13105
2400480;ARMADILLO DE LOS INFANTES;6627;3381;3246
2400580;CARDENAS ;20235;9816;10419
2400680;CATORCE;12140;6096;6044
2400780;CEDRAL;15320;7721;7599
2400880;CERRITOS;22325;11028;11297
2400980;CERRO DE SAN PEDRO;1938;989;949
2401080;CIUDAD DEL MAIZ;43841;22562;21279
2401180;CIUDAD FERNANDEZ;25679;12898;12781
2401280;CIUDAD SANTOS;17759;9045;8714
2401380;CIUDAD VALLES;105625;52335;53290
2401480;COXCATLAN;15820;8160;7660
2401580;CHARCAS;21470;10666;10804
2401680;EBANO;28744;14448;14296
2401780;GUADALCAZAR;28357;14599;13758
2401880;HUEHUETLAN;9513;4824;4689
2401980;LAGUNILLAS;8757;4415;4342
2402080;MATEHUALA;61272;30072;31200
2402180;MEXQUITIC;36587;18230;18357
2402280;MOCTEZUMA;16710;8445;8265
2402380;RAYON;19260;9803;9457
2402480;RIOVERDE;76888;38515;38373
2402580;SALINAS;21016;10558;10458
2402680;SAN ANTONIO;6516;3303;3213
2402780;SAN CIRO DE ACOSTA;12582;6232;6350
2402880;SAN LUIS POTOSI;406630;195204;211426
2402980;SAN MARTIN CHALCHICUAUTLA;20319;10390;9929
2403080;SAN NICOLAS TOLENTINO;8898;4457;4441
2403180;SANTA CATARINA;9719;5186;4533
2403280;SANTA MARIA DEL RIO;33153;16420;16733
2403380;SANTO DOMINGO;12725;6503;6222
2403480;SAN VICENTE TANCUAYALAB;10742;5614;5128
2403580;SOLEDAD DIEZ GUTIERREZ;64417;31789;32628
2403680;TAMASOPO;24167;12502;11665
2403780;TAMAZUNCHALE;76643;39822;36821
2403880;TAMPACAN;13649;6953;6696
2403980;TAMPAMOLON;10876;5655;5221
2404080;TAMUIN;26384;13565;12819
2404180;TANLAJAS;14176;7282;6894
2404280;TANQUIAN DE ESCOBEDO;12330;6105;6225
2404380;TIERRANUEVA;9044;4442;4602
2404480;VANEGAS;7477;3883;3594
2404580;VENADO;13720;6856;6864
2404680;VILLA DE ARRIAGA;12931;6566;6365
2404780;VILLA DE GUADALUPE;12963;6513;6450
2404880;VILLA DE LA PAZ;4900;2415;2485
2404980;VILLA DE RAMOS;24231;12152;12079
2405080;VILLA DE REYES;27196;13737;13459
2405180;VILLA HIDALGO;17454;8774;8680
2405280;VILLA JUAREZ;12769;6444;6325
2405380;VILLA TERRAZA;28120;14175;13945
2405480;XILITLA;41984;21634;20350
2405580;ZARAGOZA;18987;9559;9428
2405680;VILLA DE ARISTA;9410;4850;4560
2500180;AHOME;254681;127668;127013
2500280;ANGOSTURA;44529;22486;22043
2500380;BADIRAGUATO;39170;20107;19063
2500480;CONCORDIA;23742;12070;11672
2500580;COSALA;18184;9398;8786
2500680;CULIACAN;560011;280604;279407
2500780;CHOIX;32522;16795;15727
2500880;ELOTA;24766;12857;11909
2500980;ESUINAPA;37666;19066;18600
2501080;FUERTE EL ;81330;41784;39546
2501180;GUASAVE;221139;112141;108998
2501280;MAZATLAN;249988;123474;126514
2501380;MOCORITO;59687;30837;28850
2501480;ROSARIO EL;44740;22884;21856
2501580;SALVADOR ALVARADO;52079;26158;25921
2501680;SAN IGNACIO;24825;12902;11923
2501780;SINALOA;80820;41471;39349
2600180;ACONCHI;2569;1353;1216
2600280;AGUA PRIETA;34380;16682;17698
2600380;ALAMOS;29091;15105;13986
2600480;ALTAR;6029;3183;2846
2600580;ARIVECHI;1872;936;936
2600680;ARIZPE;3778;1908;1870
2600780;ATIL;878;422;456
2600880;BACADEHUACHI;1427;705;722
2600980;BACANORA;2114;1126;988
2601080;BACERAC;2518;1279;1239
2601180;BACOACHI;1629;857;772
2601280;BACUM;22182;11341;10841
2601380;BANAMICHI;1885;953;932
2601480;BAVIACORA;4661;2457;2204
2601580;BAVISPE;1968;1016;952
2601680;BENJAMIN HILL;6292;3119;3173
2601780;CABORCA;50452;26091;24361
2601880;CAJEME;255845;127535;128310
2601980;CANANEA;25327;12588;12739
2602080;CARBO;3977;2049;1928
2602180;COLORADA LA;2880;1573;1307
2602280;CUCURPE;1281;726;555
2602380;CUMPAS;7359;3787;3572
2602480;DIVISADEROS;871;441;430
2602580;EMPALME;41063;20639;20424
2602680;ETCHOJOA;66156;34069;32087
2602780;FRONTERAS;3688;1921;1767
2602880;GRANADOS;1148;580;568
2602980;GUAYMAS;97962;49193;48769
2603080;HERMOSILLO;340779;170362;170417
2603180;HUACHINERA;1595;787;808
2603280;HUASABAS;1209;604;605
2603380;HUATABAMPO;60399;30686;29713
2603480;HUEPAC;1300;691;609
2603580;IMURIS;7052;3544;3508
2603680;MAGDALENA;17992;9009;8983
2603780;MAZATAN;1875;978;897
2603880;MOCTEZUMA;4245;2215;2030
2603980;NACO;4441;2219;2222
2604080;NACORI CHICO;3014;1563;1451
2604180;NACOZARI DE GARCIA;9383;5013;4370
2604280;NAVOJOA;106221;52864;53357
2604380;NOGALES;68076;33008;35068
2604480;ONAVAS;586;320;266
2604580;OPODEPE;3689;1942;1747
2604680;OQUITOA;501;260;241
2604780;PITIQUITO;5977;3090;2887
2604880;PUERTO PEÑASCO;26755;13683;13072
2604980;QUIRIEGO;4474;2338;2136
2605080;RAYON;2096;1116;980
2605180;ROSARIO;6656;3429;3227
2605280;SAHUARIPA;7949;4043;3906
2605380;SAN FELIPE;650;345;305
2605480;SAN JAVIER;517;293;224
2605580;SAN LUIS RIO COLORADO;92790;46075;46715
2605680;SAN MIGUEL HORCASITAS;2826;1485;1341
2605780;SAN PEDRO DE LA CUEVA;2367;1250;1117
2605880;SANTA ANA;12253;6075;6178
2605980;SANTA CRUZ;1587;874;713
2606080;SARIC;2250;1195;1055
2606180;SOYOPA;2785;1441;1344
2606280;SUAQUI GRANDE;1320;696;624
2606380;TEPACHE;2732;1451;1281
2606480;TRINCHERAS;2052;1101;951
2606580;TUBUTAMA;2021;1024;997
2606680;URES;10337;5286;5051
2606780;VILLA HIDALGO;2686;1374;1312
2606880;VILLA PESQUEIRA;1848;984;864
2606980;YECORA;5164;2700;2464
2700180;BALANCAN;37099;18977;18122
2700280;CARDENAS;119235;60825;58410
2700380;CENTLA;53778;27232;26546
2700480;CENTRO;250903;123852;127051
2700580;COMALCALCO;101448;50917;50531
2700680;CUNDUACAN;62796;31974;30822
2700780;EMILIANO ZAPATA;17147;8409;8738
2700880;HUIMANGUILLO;94240;47942;46298
2700980;JALAPA;23114;11724;11390
2701080;JALPA;39389;19722;19667
2701180;JONUTA;18639;9534;9105
2701280;MACUSPANA;84287;42468;41819
2701380;NACAJUCA;29821;15232;14589
2701480;PARAISO;41252;20588;20664
2701580;TACOTALPA;25138;12752;12386
2701680;TEAPA;26376;13184;13192
2701780;TENOSIQUE;38299;19461;18838
2800180;ABASOLO;13409;6957;6452
2800280;ALDAMA;23898;12503;11395
2800380;ALTAMIRA;36499;18761;17738
2800480;ANTIGUO MORELOS;9678;5030;4648
2800580;BURGOS;5913;3067;2846
2800680;BUSTAMANTE;7700;4002;3698
2800780;CAMARGO;16014;8063;7951
2800880;CASAS;5046;2739;2307
2800980;CIUDAD MADERO;132444;63734;68710
2801080;CRUILLAS;2646;1370;1276
2801180;GOMEZ FARIAS;9615;4922;4693
2801280;GONZALEZ;39861;20447;19414
2801380;GUEMEZ;14646;7742;6904
2801480;GUERRERO;4191;2184;2007
2801580;GUSTAVO DIAZ ORDAZ;17830;8875;8955
2801680;HIDALGO;24772;12833;11939
2801780;JAUMAVE;14384;7411;6973
2801880;JIMENEZ;6820;3382;3438
2801980;LLERA;22004;11404;10600
2802080;MAINERO;3316;1670;1646
2802180;MANTE;106426;53053;53373
2802280;MATAMOROS;238840;116234;122606
2802380;MENDEZ;3112;1674;1438
2802480;MIER;6382;3175;3207
2802580;MIGUEL ALEMAN;19600;9659;9941
2802680;MIQUIHUANA;3927;2011;1916
2802780;NUEVO LAREDO;203286;98080;105206
2802880;NUEVO MORELOS;2417;1235;1182
2802980;OCAMPO;16133;8313;7820
2803080;PADILLA;12228;6354;5874
2803180;PALMILLAS;2464;1283;1181
2803280;REYNOSA;211412;103407;108005
2803380;RIO BRAVO;83522;41808;41714
2803480;SAN CARLOS;11320;5870;5450
2803580;SAN FERNANDO;45343;23331;22012
2803680;SAN NICOLAS;1114;565;549
2803780;SOTO LA MARINA;15230;8024;7206
2803880;TAMPICO;267957;128128;139829
2803980;TULA;28517;14477;14040
2804080;VALLE HERMOSO;48343;24046;24297
2804180;VICTORIA;153206;75485;77721
2804280;VILLAGRAN;8311;4269;4042
2804380;XICOTENCATL;24708;12419;12289
2900180;AMAXAC DE GUERRERO;4725;2365;2360
2900280;ANTONIO CARBAJAL;6072;2968;3104
2900380;APIZACO;37894;18234;19660
2900480;ATLANGATEPEC;3244;1601;1643
2900580;ATLZAYANCA;9494;4892;4602
2900680;CALPULALPAN;21495;10612;10883
2900780;CARMEN EL;7785;3969;3816
2900880;CUAPIAXTLA;6747;3417;3330
2900980;CUAXOMULCO;2649;1329;1320
2901080;CHIAUTEMPAN;41494;20496;20998
2901180;DOMINGO ARENAS;2194;1107;1087
2901280;ESPANITA;5463;2837;2626
2901380;HUAMANTLA;36654;18282;18372
2901480;HUEYOTLIPAN;8242;4214;4028
2901580;IXTACUIXTLA;20592;10646;9946
2901680;IXTENCO;5980;2944;3036
2901780;JOSE MARIA MORELOS;5171;2622;2549
2901880;JUAN CUAMATZI;17065;8567;8498
2901980;LARDIZABAL;8614;4282;4332
2902080;LAZARO CARDENAS;7670;3907;3763
2902180;MARIANO ARISTA;10355;5117;5238
2902280;MIGUEL HIDALGO;5463;2737;2726
2902380;NATIVITAS;16912;8501;8411
2902480;PANOTLA;13763;6650;7113
2902580;SAN PABLO DEL MONTE;29908;15146;14762
2902680;SANTA CRUZ TLAXCALA;7912;3849;4063
2902780;TENANCINGO;6727;3364;3363
2902880;TEOLOCHOLCO;8552;4299;4253
2902980;TEPEYANCO;11311;5568;5743
2903080;TERRENATE;9208;4833;4375
2903180;TETLA;8491;4307;4184
2903280;TETLATLAHUCA;12566;6293;6273
2903380;TLAXCALA;35384;17109;18275
2903480;TLAXCO;20384;10289;10095
2903580;TOCATLAN;3164;1615;1549
2903680;TOTOLAC;9041;4412;4629
2903780;TRINIDAD SANCHEZ SANTOS;6935;3486;3449
2903880;TZOMPANTEPEC;8366;4161;4205
2903980;XALOZTOC;9930;5071;4859
2904080;XALTOCAN;7123;3559;3564
2904180;XICOHTENCATL;12201;6116;6085
2904280;XICOHTZINGO;7673;3775;3898
2904380;YAUHQUEMEHCAN;8822;4480;4342
2904480;ZACATELCO;27162;13448;13714
3000180;ACAJETE;7642;3901;3741
3000280;ACATLAN;2869;1436;1433
3000380;ACAYUCAN;52106;26157;25949
3000480;ACTOPAN;37318;19076;18242
3000580;ACULA;5921;3050;2871
3000680;ACULTZINGO;12327;6236;6091
3000780;ADALBERTO TEJEDA;5404;2813;2591
3000880;ALDAMA;5990;3018;2972
3000980;ALPATLAHUAC;6155;3129;3026
3001080;ALTO LUCERO;25822;13459;12363
3001180;ALTOTONGA;41251;20617;20634
3001280;ALVARADO;46072;22593;23479
3001380;AMATITLAN;8148;4089;4059
3001480;AMATLAN-TUXPAM;29051;14114;14937
3001580;AMATLAN DE LOS REYES;27776;13932;13844
3001680;ANGEL R CABADA;28236;14121;14115
3001780;ANTIGUA LA;17689;8778;8911
3001880;APAZAPAN;4512;2221;2291
3001980;AQUILA;2247;1161;1086
3002080;ASTACINGA;3022;1521;1501
3002180;ATLAHUILCO;4700;2337;2363
3002280;ATOYAC;21179;10665;10514
3002380;ATZACAN;11293;5751;5542
3002480;ATZALAN;45287;23075;22212
3002580;AYAHUALULCO;13038;6705;6333
3002680;BANDERILLA;8014;3822;4192
3002780;BENITO JUAREZ;10834;5293;5541
3002880;BOCA DEL RIO;61883;30314;31569
3002980;CALCAHUALCO;6908;3582;3326
3003080;CAMERINO Z MENDOZA;27531;13232;14299
3003180;CARRILLO PUERTO;11473;5868;5605
3003280;CASTILLO DE TEAYO;19309;9809;9500
3003380;CATEMACO;31250;15836;15414
3003480;CAZONES;23258;11758;11500
3003580;CERRO AZUL;33123;15892;17231
3003680;CITLALTEPETL;10365;5247;5118
3003780;COACOATZINTLA;4564;2207;2357
3003880;COATEPEC;50631;24497;26134
3003980;COATZACOALCOS;186129;92935;93194
3004080;COATZINTLA;32054;15746;16308
3004180;COETZALA;1369;682;687
3004280;COLIPA;6960;3540;3420
3004380;COMAPA;11494;6109;5385
3004480;CORDOBA;126179;59901;66278
3004580;COSAMALOAPAN;103239;50913;52326
3004680;COSAUTLAN DE CARVAJAL;10806;5429;5377
3004780;COSCOMATEPEC;28215;14175;14040
3004880;COSOLEACAQUE;43771;21946;21825
3004980;COTAXTLA;16420;8432;7988
3005080;COXQUIHUI;14739;7588;7151
3005180;COYUTLA;16922;8562;8360
3005280;CUICHAPA;8888;4405;4483
3005380;CUITLAHUAC;19265;9709;9556
3005480;CHACALTIANGUIS;13233;6721;6512
3005580;CHALMA;14128;7166;6962
3005680;CHICONAMEL;3873;1969;1904
3005780;CHICONQUIACO;10459;5304;5155
3005880;CHICONTEPEC;62957;31251;31706
3005980;CHINAMECA;11296;5697;5599
3006080;CHINAMPA DE GOROSTIZA;12567;6266;6301
3006180;CHOAPAS LAS;55468;28168;27300
3006280;CHOCAMAN;9851;5026;4825
3006380;CHONTLA;15317;7761;7556
3006480;CHUMATLAN;3764;1902;1862
3006580;EMILIANO ZAPATA;31565;15942;15623
3006680;ESPINAL;21024;10749;10275
3006780;FILOMENO MATA;6592;3291;3301
3006880;FORTIN;29897;14591;15306
3006980;GUTIERREZ ZAMORA;31103;15329;15774
3007080;HIDALGOTITLAN;18695;9842;8853
3007180;HUATUSCO;28883;14100;14783
3007280;HUAYACOCOTLA;19259;9698;9561
3007380;HUEYAPAN DE OCAMPO;36119;18404;17715
3007480;HUILOAPAN;3996;1970;2026
3007580;IGNACIO DE LA LLAVE;18911;9483;9428
3007680;ILAMATLAN;15918;7735;8183
3007780;ISLA;24895;12497;12398
3007880;IXCATEPEC;12057;6005;6052
3007980;IXHUACAN;7526;3947;3579
3008080;IXHUATLAN DE MADERO;53883;26431;27452
3008180;IXHUATLAN DEL CAFE;13126;6666;6460
3008280;IXHUATLAN DEL SURESTE;21617;10987;10630
3008380;IXHUATLANCILLO;3903;1889;2014
3008480;IXMATLAHUACAN;4202;2157;2045
3008580;IXTACZOQUITLAN;32279;16264;16015
3008680;JALACINGO;19849;10103;9746
3008780;JALAPA;212769;99522;113247
3008880;JALCOMULCO;4025;2068;1957
3008980;JALTIPAN;27986;13957;14029
3009080;JAMAPA;9935;5070;4865
3009180;JESUS CARRANZA;26472;13903;12569
3009280;JILOTEPEC;11427;5674;5753
3009380;JOSE AZUETA;25697;12929;12768
3009480;JUAN RODRIGUEZ CLARA;25170;12985;12185
3009580;JUCHIQUE DE FERRER;17856;9065;8791
3009680;LANDERO Y COSS;1999;1028;971
3009780;LERDO DE TEJADA;18573;8916;9657
3009880;MAGDALENA;1406;720;686
3009980;MALTRATA;9626;4763;4863
3010080;MANLIO FABIO ALTAMIRANO;19982;10324;9658
3010180;MARIANO ESCOBEDO;9635;4851;4784
3010280;MARTINEZ DE LA TORRE;93796;46291;47505
3010380;MECATLAN;7017;3526;3491
3010480;MECAYAPAN;9422;4962;4460
3010580;MEDELLIN;25436;12742;12694
3010680;MIAHUATLAN;3937;1884;2053
3010780;MINAS LAS;3693;1903;1790
3010880;MINATITLAN;145268;72257;73011
3010980;MISANTLA;63175;32123;31052
3011080;MIXTLA DE ALTAMIRANO;5226;2727;2499
3011180;MOLOACAN;13104;6685;6419
3011280;NAOLINCO;14279;7101;7178
3011380;NARANJAL;3532;1735;1797
3011480;NAUTLA;12787;6496;6291
3011580;NOGALES;31137;15282;15855
3011680;OLUTA;7468;3879;3589
3011780;OMEALCA;21550;10772;10778
3011880;ORIZABA;114848;54367;60481
3011980;OTATITLAN;5568;2805;2763
3012080;OTEAPAN;6216;3152;3064
3012180;OZULUAMA;24182;12473;11709
3012280;PAJAPAN;8548;4354;4194
3012380;PANUCO;75429;38477;36952
3012480;PAPANTLA;146131;72743;73388
3012580;PASO DEL MACHO;17823;9100;8723
3012680;PASO DE OVEJAS;26946;13759;13187
3012780;PERLA LA;9011;4611;4400
3012880;PEROTE;34495;17269;17226
3012980;PLATON SANCHEZ;18192;9448;8744
3013080;PLAYA VICENTE;51231;26247;24984
3013180;POZA RICA DE HIDALGO;166799;79359;87440
3013280;PROGRESO DE ZARAGOZA;4799;2461;2338
3013380;PUEBLO VIEJO;32386;16399;15987
3013480;PUENTE NACIONAL;13293;6819;6474
3013580;RAFAEL DELGADO;9374;4710;4664
3013680;RAFAEL LUCIO;3644;1861;1783
3013780;REYES;2875;1529;1346
3013880;RIO BLANCO;35731;17311;18420
3013980;SALTABARRANCA;4956;2492;2464
3014080;SAN ANDRES TENEJAPA;1532;761;771
3014180;SAN ANDRES TUXTLA;112104;56392;55712
3014280;SAN JUAN EVANGELISTA;34823;17507;17316
3014380;SANTIAGO TUXTLA;43380;22011;21369
3014480;SAYULA DE ALEMAN;15498;8046;7452
3014580;SOCONUSCO;5899;3195;2704
3014680;SOCHIAPA;2211;1100;1111
3014780;SOLEDAD ATZOMPA;9009;4519;4490
3014880;SOLEDAD DE DOBLADO;26363;13393;12970
3014980;SOTEAPAN;15397;7771;7626
3015080;TAMALIN;12297;6197;6100
3015180;TAMIAHUA;34886;17864;17022
3015280;TAMPICO ALTO;14684;7623;7061
3015380;TANCOCO;8670;4289;4381
3015480;TANTIMA;15149;7851;7298
3015580;TANTOYUCA;76785;39234;37551
3015680;TATATILA;6699;3360;3339
3015780;TECOLUTLA;26092;13442;12650
3015880;TEHUIPANGO;9504;4701;4803
3015980;TEMAPACHE;91478;46195;45283
3016080;TEMPOAL;58494;30211;28283
3016180;TENAMPA;3663;1929;1734
3016280;TENOCHTITLAN;6438;3187;3251
3016380;TEOCELO;12437;6105;6332
3016480;TEPATLAXCO;5232;2725;2507
3016580;TEPETLAN;6926;3575;3351
3016680;TEPETZINTLA;13939;7015;6924
3016780;TEQUILA;7691;3872;3819
3016880;TEXCATEPEC;6706;3410;3296
3016980;TEXHUACAN;3032;1560;1472
3017080;TEXISTEPEC;16071;8135;7936
3017180;TEZONAPA;46864;23784;23080
3017280;TIERRA BLANCA;70427;35082;35345
3017380;TIHUATLAN;77798;39112;38686
3017480;TLACOJALPAN;3260;1642;1618
3017580;TLACOLULAN;9522;4896;4626
3017680;TLACOTALPAN;18896;9328;9568
3017780;TLACOTEPEC DE MEJIA;2902;1520;1382
3017880;TLACHICHILCO;12539;6411;6128
3017980;TLALIXCOYAN;37735;19236;18499
3018080;TLALNELHUAYOCAN;4595;2324;2271
3018180;TLALTETELA;7338;3859;3479
3018280;TLAPACOYAN;32483;16152;16331
3018380;TLAQUILPA;3831;1934;1897
3018480;TLILAPAN;2290;1163;1127
3018580;TOMATLAN;5083;2597;2486
3018680;TONAYAN;4484;2370;2114
3018780;TOTUTLA;10560;5344;5216
3018880;TUXPAN;96581;47533;49048
3018980;TUXTILLA;2158;1105;1053
3019080;URSULO GALVAN;23633;11967;11666
3019180;VEGA DE ALATORRE;15706;7955;7751
3019280;VERACRUZ;305456;143808;161648
3019380;VIGA DE RAMIREZ LAS;10567;5289;5278
3019480;XICO;18169;9010;9159
3019580;XOXOCOTLA;2538;1332;1206
3019680;YANGA;16466;8222;8244
3019780;YECUATLA;14413;7345;7068
3019880;ZACUALPAN;9415;4783;4632
3019980;ZARAGOZA;5006;2472;2534
3020080;ZENTLA;10946;5619;5327
3020180;ZONGOLICA;24037;12293;11744
3020280;ZONTECOMATLAN;11446;5681;5765
3020380;ZOZOCOLCO DE HIDALGO;12725;6507;6218
3100180;ABALA;4923;2581;2342
3100280;ACANCEH;8020;4064;3956
3100380;AKIL;5345;2736;2609
3100480;BACA;5337;2701;2636
3100580;BOKOBA;1784;914;870
3100680;BUCTZOTZ;5118;2517;2601
3100780;CACALCHEN;5544;2863;2681
3100880;CALOTMUL;3271;1668;1603
3100980;CANSAHCAB;4916;2438;2478
3101080;CANTAMAYEC;1494;776;718
3101180;CELESTUN;2520;1321;1199
3101280;CENOTILLO;3562;1768;1794
3101380;CONKAL;5874;3053;2821
3101480;CUNCUNUL;921;471;450
3101580;CAZAMA;2869;1458;1411
3101680;CHACSINKIN;1375;722;653
3101780;CHANKOM;2606;1335;1271
3101880;CHAPAB;2289;1176;1113
3101980;CHEMAX;13421;6987;6434
3102080;CHICXULUB;2995;1508;1487
3102180;CHICHIMILA;4017;2009;2008
3102280;CHIKINDZONOT;1411;730;681
3102380;CHOCHOLA;3606;1824;1782
3102480;CHUMAYEL;1493;820;673
3102580;DZAN;2830;1452;1378
3102680;DZEMUL;3676;1908;1768
3102780;DZIDZANTUN;7360;3776;3584
3102880;DZILAM DE BRAVO;1461;779;682
3102980;DZILAM GONZALEZ;4239;2149;2090
3103080;DZITAS;2351;1151;1200
3103180;DZONCAUICH;2845;1456;1389
3103280;ESPITA;8180;4094;4086
3103380;HALACHO;10538;5367;5171
3103480;HOCABA;4727;2425;2302
3103580;HOCTUN;5596;2990;2606
3103680;HOMUN;5009;2585;2424
3103780;HUHI;4097;2169;1928
3103880;HUNUCMA;15988;8236;7752
3103980;IXIL;2245;1139;1106
3104080;IZAMAL;19094;9616;9478
3104180;KANASIN;7111;3614;3497
3104280;KANTUNIL;4369;2259;2110
3104380;KAUA;1275;650;625
3104480;KINCHIL;4002;2042;1960
3104580;KOPOMA;894;517;377
3104680;MAMA;1585;823;762
3104780;MANI;2948;1579;1369
3104880;MAXCANU;14416;7304;7112
3104980;MAYAPAN;1299;664;635
3105080;MERIDA;424529;203638;220891
3105180;MOCOCHA;2202;1131;1071
3105280;MOTUL;24362;12324;12038
3105380;MUNA;9224;4684;4540
3105480;MUXUPIP;2221;1094;1127
3105580;OPICHEN;3733;1923;1810
3105680;OXKUTZCAB;13281;6779;6502
3105780;PANABA;5431;2809;2622
3105880;PETO;15159;7789;7370
3105980;PROGRESO;30183;14919;15264
3106080;QUINTANA ROO;969;495;474
3106180;RIO LAGARTOS;2567;1323;1244
3106280;SACALUM;2901;1474;1427
3106380;SAMAHIL;2710;1401;1309
3106480;SANAHCAT;1336;705;631
3106580;SAN FELIPE;1232;680;552
3106680;SANTA ELENA;2293;1181;1112
3106780;SEYE;7078;3687;3391
3106880;SINANCHE;3434;1820;1614
3106980;SOTUTA;5159;2668;2491
3107080;SUCILA;3411;1791;1620
3107180;SUDZAL;1829;958;871
3107280;SUMA;2058;1086;972
3107380;TAHDZIU;2096;1060;1036
3107480;TAHMEK;3565;1842;1723
3107580;TEABO;2988;1552;1436
3107680;TECOH;8888;4728;4160
3107780;TEKAL DE VENEGAS;2165;1135;1030
3107880;TEKANTO;3979;1998;1981
3107980;TEKAX;23651;12016;11635
3108080;TEKIT;4308;2231;2077
3108180;TEKOM;2315;1173;1142
3108280;TELCHAC PUEBLO;4038;2085;1953
