idedomun;IDH_ingpc;;;;;;;;;;;;;;;;;;
21172;5375;;;;;;;;;;;;;;;;;;
21173;13872;;;;;;;;;;;;;;;;;;
21174;12253;;;;;;;;;;;;;;;;;;
21175;5542;;;;;;;;;;;;;;;;;;
21176;7728;;;;;;;;;;;;;;;;;;
21177;5976;;;;;;;;;;;;;;;;;;
21178;2870;;;;;;;;;;;;;;;;;;
21179;5481;;;;;;;;;;;;;;;;;;
21180;5778;;;;;;;;;;;;;;;;;;
21181;8102;;;;;;;;;;;;;;;;;;
21182;5894;;;;;;;;;;;;;;;;;;
21183;3732;;;;;;;;;;;;;;;;;;
21184;3257;;;;;;;;;;;;;;;;;;
21185;4875;;;;;;;;;;;;;;;;;;
21186;7709;;;;;;;;;;;;;;;;;;
21187;3631;;;;;;;;;;;;;;;;;;
21188;5238;;;;;;;;;;;;;;;;;;
21189;7011;;;;;;;;;;;;;;;;;;
21190;5847;;;;;;;;;;;;;;;;;;
21191;5696;;;;;;;;;;;;;;;;;;
21192;4949;;;;;;;;;;;;;;;;;;
21193;2986;;;;;;;;;;;;;;;;;;
21194;7047;;;;;;;;;;;;;;;;;;
21195;3586;;;;;;;;;;;;;;;;;;
21196;7701;;;;;;;;;;;;;;;;;;
21197;6765;;;;;;;;;;;;;;;;;;
21198;4164;;;;;;;;;;;;;;;;;;
21199;4706;;;;;;;;;;;;;;;;;;
21200;4392;;;;;;;;;;;;;;;;;;
21201;4536;;;;;;;;;;;;;;;;;;
21202;5106;;;;;;;;;;;;;;;;;;
21203;6095;;;;;;;;;;;;;;;;;;
21204;7837;;;;;;;;;;;;;;;;;;
21205;5851;;;;;;;;;;;;;;;;;;
21206;4816;;;;;;;;;;;;;;;;;;
21207;5886;;;;;;;;;;;;;;;;;;
21208;8496;;;;;;;;;;;;;;;;;;
21209;6417;;;;;;;;;;;;;;;;;;
21210;3997;;;;;;;;;;;;;;;;;;
21211;11663;;;;;;;;;;;;;;;;;;
21212;5267;;;;;;;;;;;;;;;;;;
21213;3059;;;;;;;;;;;;;;;;;;
21214;6785;;;;;;;;;;;;;;;;;;
21215;5399;;;;;;;;;;;;;;;;;;
21216;5009;;;;;;;;;;;;;;;;;;
21217;3231;;;;;;;;;;;;;;;;;;
22001;6089;;;;;;;;;;;;;;;;;;
22002;4487;;;;;;;;;;;;;;;;;;
22003;6317;;;;;;;;;;;;;;;;;;
22004;6948;;;;;;;;;;;;;;;;;;
22005;7942;;;;;;;;;;;;;;;;;;
22006;27885;;;;;;;;;;;;;;;;;;
22007;9402;;;;;;;;;;;;;;;;;;
22008;7135;;;;;;;;;;;;;;;;;;
22009;8855;;;;;;;;;;;;;;;;;;
22010;4780;;;;;;;;;;;;;;;;;;
22011;9551;;;;;;;;;;;;;;;;;;
22012;11591;;;;;;;;;;;;;;;;;;
22013;6273;;;;;;;;;;;;;;;;;;
22014;20782;;;;;;;;;;;;;;;;;;
22015;5670;;;;;;;;;;;;;;;;;;
22016;15470;;;;;;;;;;;;;;;;;;
22017;10921;;;;;;;;;;;;;;;;;;
22018;7843;;;;;;;;;;;;;;;;;;
23001;15772;;;;;;;;;;;;;;;;;;
23002;6533;;;;;;;;;;;;;;;;;;
23003;12832;;;;;;;;;;;;;;;;;;
23004;12477;;;;;;;;;;;;;;;;;;
23005;19999;;;;;;;;;;;;;;;;;;
23006;6071;;;;;;;;;;;;;;;;;;
23007;5979;;;;;;;;;;;;;;;;;;
23008;18858;;;;;;;;;;;;;;;;;;
23009;9913;;;;;;;;;;;;;;;;;;
24001;8552;;;;;;;;;;;;;;;;;;
24002;4339;;;;;;;;;;;;;;;;;;
24003;3879;;;;;;;;;;;;;;;;;;
24004;5343;;;;;;;;;;;;;;;;;;
24005;10605;;;;;;;;;;;;;;;;;;
24006;6726;;;;;;;;;;;;;;;;;;
24007;8296;;;;;;;;;;;;;;;;;;
24008;9104;;;;;;;;;;;;;;;;;;
24009;12402;;;;;;;;;;;;;;;;;;
24010;5988;;;;;;;;;;;;;;;;;;
24011;9394;;;;;;;;;;;;;;;;;;
24012;6846;;;;;;;;;;;;;;;;;;
24013;14023;;;;;;;;;;;;;;;;;;
24014;4942;;;;;;;;;;;;;;;;;;
24015;7612;;;;;;;;;;;;;;;;;;
24016;9673;;;;;;;;;;;;;;;;;;
24017;4266;;;;;;;;;;;;;;;;;;
24018;5242;;;;;;;;;;;;;;;;;;
24019;5041;;;;;;;;;;;;;;;;;;
24020;13411;;;;;;;;;;;;;;;;;;
24021;6429;;;;;;;;;;;;;;;;;;
24022;5678;;;;;;;;;;;;;;;;;;
24023;7400;;;;;;;;;;;;;;;;;;
24024;8970;;;;;;;;;;;;;;;;;;
24025;8090;;;;;;;;;;;;;;;;;;
24026;4135;;;;;;;;;;;;;;;;;;
24027;8539;;;;;;;;;;;;;;;;;;
24028;19439;;;;;;;;;;;;;;;;;;
24029;5086;;;;;;;;;;;;;;;;;;
24030;6800;;;;;;;;;;;;;;;;;;
24031;3208;;;;;;;;;;;;;;;;;;
24032;7098;;;;;;;;;;;;;;;;;;
24033;6307;;;;;;;;;;;;;;;;;;
24034;6677;;;;;;;;;;;;;;;;;;
24035;13601;;;;;;;;;;;;;;;;;;
24036;6980;;;;;;;;;;;;;;;;;;
24037;6644;;;;;;;;;;;;;;;;;;
24038;6011;;;;;;;;;;;;;;;;;;
24039;4877;;;;;;;;;;;;;;;;;;
24040;8672;;;;;;;;;;;;;;;;;;
24041;4343;;;;;;;;;;;;;;;;;;
24042;7080;;;;;;;;;;;;;;;;;;
24043;7173;;;;;;;;;;;;;;;;;;
24044;6863;;;;;;;;;;;;;;;;;;
24045;8366;;;;;;;;;;;;;;;;;;
24046;6024;;;;;;;;;;;;;;;;;;
24047;4667;;;;;;;;;;;;;;;;;;
24048;9468;;;;;;;;;;;;;;;;;;
24049;4989;;;;;;;;;;;;;;;;;;
24050;7233;;;;;;;;;;;;;;;;;;
24051;7354;;;;;;;;;;;;;;;;;;
24052;6557;;;;;;;;;;;;;;;;;;
24053;6896;;;;;;;;;;;;;;;;;;
24054;4778;;;;;;;;;;;;;;;;;;
24055;6941;;;;;;;;;;;;;;;;;;
24056;6395;;;;;;;;;;;;;;;;;;
24057;5287;;;;;;;;;;;;;;;;;;
24058;8161;;;;;;;;;;;;;;;;;;
25001;16401;;;;;;;;;;;;;;;;;;
25002;9755;;;;;;;;;;;;;;;;;;
25003;5820;;;;;;;;;;;;;;;;;;
25004;8642;;;;;;;;;;;;;;;;;;
25005;7306;;;;;;;;;;;;;;;;;;
25006;17190;;;;;;;;;;;;;;;;;;
25007;5710;;;;;;;;;;;;;;;;;;
25008;8158;;;;;;;;;;;;;;;;;;
25009;11354;;;;;;;;;;;;;;;;;;
25010;8797;;;;;;;;;;;;;;;;;;
25011;12599;;;;;;;;;;;;;;;;;;
25012;17087;;;;;;;;;;;;;;;;;;
25013;8048;;;;;;;;;;;;;;;;;;
25014;8260;;;;;;;;;;;;;;;;;;
25015;16099;;;;;;;;;;;;;;;;;;
25016;7747;;;;;;;;;;;;;;;;;;
25017;6816;;;;;;;;;;;;;;;;;;
25018;12135;;;;;;;;;;;;;;;;;;
26001;9694;;;;;;;;;;;;;;;;;;
26002;13355;;;;;;;;;;;;;;;;;;
26003;8156;;;;;;;;;;;;;;;;;;
26004;16640;;;;;;;;;;;;;;;;;;
26005;9077;;;;;;;;;;;;;;;;;;
26006;8746;;;;;;;;;;;;;;;;;;
26007;8980;;;;;;;;;;;;;;;;;;
26008;7958;;;;;;;;;;;;;;;;;;
26009;7913;;;;;;;;;;;;;;;;;;
26010;8398;;;;;;;;;;;;;;;;;;
26011;9399;;;;;;;;;;;;;;;;;;
26012;10956;;;;;;;;;;;;;;;;;;
26013;10387;;;;;;;;;;;;;;;;;;
26014;9325;;;;;;;;;;;;;;;;;;
26015;7643;;;;;;;;;;;;;;;;;;
26016;13178;;;;;;;;;;;;;;;;;;
26017;13926;;;;;;;;;;;;;;;;;;
26018;18765;;;;;;;;;;;;;;;;;;
26019;15103;;;;;;;;;;;;;;;;;;
26020;15339;;;;;;;;;;;;;;;;;;
26021;8768;;;;;;;;;;;;;;;;;;
26022;8188;;;;;;;;;;;;;;;;;;
26023;13318;;;;;;;;;;;;;;;;;;
26024;9086;;;;;;;;;;;;;;;;;;
26025;14683;;;;;;;;;;;;;;;;;;
26026;8922;;;;;;;;;;;;;;;;;;
26027;11324;;;;;;;;;;;;;;;;;;
26028;10406;;;;;;;;;;;;;;;;;;
26029;16981;;;;;;;;;;;;;;;;;;
26030;20831;;;;;;;;;;;;;;;;;;
26031;8140;;;;;;;;;;;;;;;;;;
26032;10149;;;;;;;;;;;;;;;;;;
26033;9914;;;;;;;;;;;;;;;;;;
26034;11688;;;;;;;;;;;;;;;;;;
26035;11702;;;;;;;;;;;;;;;;;;
26036;13815;;;;;;;;;;;;;;;;;;
26037;10771;;;;;;;;;;;;;;;;;;
26038;15586;;;;;;;;;;;;;;;;;;
26039;13057;;;;;;;;;;;;;;;;;;
26040;7318;;;;;;;;;;;;;;;;;;
26041;14699;;;;;;;;;;;;;;;;;;
26042;15954;;;;;;;;;;;;;;;;;;
26043;16975;;;;;;;;;;;;;;;;;;
26044;7627;;;;;;;;;;;;;;;;;;
26045;8432;;;;;;;;;;;;;;;;;;
26046;10230;;;;;;;;;;;;;;;;;;
26047;15716;;;;;;;;;;;;;;;;;;
26048;14424;;;;;;;;;;;;;;;;;;
26049;11290;;;;;;;;;;;;;;;;;;
26050;10067;;;;;;;;;;;;;;;;;;
26051;8128;;;;;;;;;;;;;;;;;;
26052;9661;;;;;;;;;;;;;;;;;;
26053;9322;;;;;;;;;;;;;;;;;;
26054;16506;;;;;;;;;;;;;;;;;;
26055;15578;;;;;;;;;;;;;;;;;;
26056;8325;;;;;;;;;;;;;;;;;;
26057;9133;;;;;;;;;;;;;;;;;;
26058;14644;;;;;;;;;;;;;;;;;;
26059;9487;;;;;;;;;;;;;;;;;;
26060;8186;;;;;;;;;;;;;;;;;;
26061;9334;;;;;;;;;;;;;;;;;;
26062;8151;;;;;;;;;;;;;;;;;;
26063;7475;;;;;;;;;;;;;;;;;;
26064;7678;;;;;;;;;;;;;;;;;;
26065;7110;;;;;;;;;;;;;;;;;;
26066;10525;;;;;;;;;;;;;;;;;;
26067;11058;;;;;;;;;;;;;;;;;;
26068;8515;;;;;;;;;;;;;;;;;;
26069;5871;;;;;;;;;;;;;;;;;;
26070;16038;;;;;;;;;;;;;;;;;;
26071;9932;;;;;;;;;;;;;;;;;;
26072;9554;;;;;;;;;;;;;;;;;;
27001;7419;;;;;;;;;;;;;;;;;;
27002;9152;;;;;;;;;;;;;;;;;;
27003;7583;;;;;;;;;;;;;;;;;;
27004;20985;;;;;;;;;;;;;;;;;;
27005;8458;;;;;;;;;;;;;;;;;;
27006;8275;;;;;;;;;;;;;;;;;;
27007;10334;;;;;;;;;;;;;;;;;;
27008;7863;;;;;;;;;;;;;;;;;;
27009;8612;;;;;;;;;;;;;;;;;;
27010;9196;;;;;;;;;;;;;;;;;;
27011;5952;;;;;;;;;;;;;;;;;;
27012;9439;;;;;;;;;;;;;;;;;;
27013;11829;;;;;;;;;;;;;;;;;;
27014;9232;;;;;;;;;;;;;;;;;;
27015;6794;;;;;;;;;;;;;;;;;;
27016;9824;;;;;;;;;;;;;;;;;;
27017;7719;;;;;;;;;;;;;;;;;;
28001;7606;;;;;;;;;;;;;;;;;;
28002;9130;;;;;;;;;;;;;;;;;;
28003;12221;;;;;;;;;;;;;;;;;;
28004;8087;;;;;;;;;;;;;;;;;;
28005;6750;;;;;;;;;;;;;;;;;;
28006;4518;;;;;;;;;;;;;;;;;;
28007;11320;;;;;;;;;;;;;;;;;;
28008;6285;;;;;;;;;;;;;;;;;;
28009;21622;;;;;;;;;;;;;;;;;;
28010;6812;;;;;;;;;;;;;;;;;;
28011;7384;;;;;;;;;;;;;;;;;;
28012;8972;;;;;;;;;;;;;;;;;;
28013;6979;;;;;;;;;;;;;;;;;;
28014;8521;;;;;;;;;;;;;;;;;;
28015;12675;;;;;;;;;;;;;;;;;;
28016;7929;;;;;;;;;;;;;;;;;;
28017;7971;;;;;;;;;;;;;;;;;;
28018;10263;;;;;;;;;;;;;;;;;;
28019;7869;;;;;;;;;;;;;;;;;;
28020;7569;;;;;;;;;;;;;;;;;;
28021;14893;;;;;;;;;;;;;;;;;;
28022;15459;;;;;;;;;;;;;;;;;;
28023;7787;;;;;;;;;;;;;;;;;;
28024;15624;;;;;;;;;;;;;;;;;;
28025;15425;;;;;;;;;;;;;;;;;;
28026;5151;;;;;;;;;;;;;;;;;;
28027;15893;;;;;;;;;;;;;;;;;;
28028;7423;;;;;;;;;;;;;;;;;;
28029;8679;;;;;;;;;;;;;;;;;;
28030;8593;;;;;;;;;;;;;;;;;;
28031;6428;;;;;;;;;;;;;;;;;;
28032;15932;;;;;;;;;;;;;;;;;;
28033;12662;;;;;;;;;;;;;;;;;;
28034;5425;;;;;;;;;;;;;;;;;;
28035;9439;;;;;;;;;;;;;;;;;;
28036;4366;;;;;;;;;;;;;;;;;;
28037;8069;;;;;;;;;;;;;;;;;;
28038;21043;;;;;;;;;;;;;;;;;;
28039;7260;;;;;;;;;;;;;;;;;;
28040;12938;;;;;;;;;;;;;;;;;;
28041;23002;;;;;;;;;;;;;;;;;;
28042;7091;;;;;;;;;;;;;;;;;;
28043;11328;;;;;;;;;;;;;;;;;;
29001;14375;;;;;;;;;;;;;;;;;;
29002;16320;;;;;;;;;;;;;;;;;;
29003;6715;;;;;;;;;;;;;;;;;;
29004;6024;;;;;;;;;;;;;;;;;;
29005;15408;;;;;;;;;;;;;;;;;;
29006;10428;;;;;;;;;;;;;;;;;;
29007;6348;;;;;;;;;;;;;;;;;;
29008;7080;;;;;;;;;;;;;;;;;;
29009;8451;;;;;;;;;;;;;;;;;;
29010;10917;;;;;;;;;;;;;;;;;;
29011;7496;;;;;;;;;;;;;;;;;;
29012;3833;;;;;;;;;;;;;;;;;;
29013;9903;;;;;;;;;;;;;;;;;;
29014;7057;;;;;;;;;;;;;;;;;;
29015;10295;;;;;;;;;;;;;;;;;;
29016;12160;;;;;;;;;;;;;;;;;;
29017;8635;;;;;;;;;;;;;;;;;;
29018;9860;;;;;;;;;;;;;;;;;;
29019;10038;;;;;;;;;;;;;;;;;;
29020;8492;;;;;;;;;;;;;;;;;;
29021;8705;;;;;;;;;;;;;;;;;;
29022;8743;;;;;;;;;;;;;;;;;;
29023;8741;;;;;;;;;;;;;;;;;;
29024;15873;;;;;;;;;;;;;;;;;;
29025;8412;;;;;;;;;;;;;;;;;;
29026;11680;;;;;;;;;;;;;;;;;;
29027;9651;;;;;;;;;;;;;;;;;;
29028;10248;;;;;;;;;;;;;;;;;;
29029;10252;;;;;;;;;;;;;;;;;;
29030;6657;;;;;;;;;;;;;;;;;;
29031;10408;;;;;;;;;;;;;;;;;;
29032;9680;;;;;;;;;;;;;;;;;;
29033;22806;;;;;;;;;;;;;;;;;;
29034;6864;;;;;;;;;;;;;;;;;;
29035;10333;;;;;;;;;;;;;;;;;;
29036;16897;;;;;;;;;;;;;;;;;;
29037;5906;;;;;;;;;;;;;;;;;;
29038;10969;;;;;;;;;;;;;;;;;;
29039;8336;;;;;;;;;;;;;;;;;;
29040;8130;;;;;;;;;;;;;;;;;;
29041;13016;;;;;;;;;;;;;;;;;;
29042;12936;;;;;;;;;;;;;;;;;;
29043;14405;;;;;;;;;;;;;;;;;;
29044;10885;;;;;;;;;;;;;;;;;;
29045;8331;;;;;;;;;;;;;;;;;;
29046;6294;;;;;;;;;;;;;;;;;;
29047;6033;;;;;;;;;;;;;;;;;;
29048;9454;;;;;;;;;;;;;;;;;;
29049;12534;;;;;;;;;;;;;;;;;;
29050;9358;;;;;;;;;;;;;;;;;;
29051;14600;;;;;;;;;;;;;;;;;;
29052;7516;;;;;;;;;;;;;;;;;;
29053;11678;;;;;;;;;;;;;;;;;;
29054;12295;;;;;;;;;;;;;;;;;;
29055;9370;;;;;;;;;;;;;;;;;;
29056;11504;;;;;;;;;;;;;;;;;;
29057;11521;;;;;;;;;;;;;;;;;;
29058;9971;;;;;;;;;;;;;;;;;;
29059;8238;;;;;;;;;;;;;;;;;;
29060;8406;;;;;;;;;;;;;;;;;;
30001;5659;;;;;;;;;;;;;;;;;;
30002;7590;;;;;;;;;;;;;;;;;;
30003;8219;;;;;;;;;;;;;;;;;;
30004;8456;;;;;;;;;;;;;;;;;;
30005;7960;;;;;;;;;;;;;;;;;;
30006;7182;;;;;;;;;;;;;;;;;;
30007;5431;;;;;;;;;;;;;;;;;;
30008;4107;;;;;;;;;;;;;;;;;;
30009;7486;;;;;;;;;;;;;;;;;;
30010;5400;;;;;;;;;;;;;;;;;;
30011;10742;;;;;;;;;;;;;;;;;;
30012;8865;;;;;;;;;;;;;;;;;;
30013;16973;;;;;;;;;;;;;;;;;;
30014;9167;;;;;;;;;;;;;;;;;;
30015;7932;;;;;;;;;;;;;;;;;;
30016;12300;;;;;;;;;;;;;;;;;;
30017;7619;;;;;;;;;;;;;;;;;;
30018;3228;;;;;;;;;;;;;;;;;;
30019;3085;;;;;;;;;;;;;;;;;;
30020;3301;;;;;;;;;;;;;;;;;;
30021;8596;;;;;;;;;;;;;;;;;;
30022;5937;;;;;;;;;;;;;;;;;;
30023;4694;;;;;;;;;;;;;;;;;;
30024;4504;;;;;;;;;;;;;;;;;;
30025;3558;;;;;;;;;;;;;;;;;;
30026;14159;;;;;;;;;;;;;;;;;;
30027;3920;;;;;;;;;;;;;;;;;;
30028;22220;;;;;;;;;;;;;;;;;;
30029;2740;;;;;;;;;;;;;;;;;;
30030;14013;;;;;;;;;;;;;;;;;;
30031;4297;;;;;;;;;;;;;;;;;;
30032;8498;;;;;;;;;;;;;;;;;;
30033;5439;;;;;;;;;;;;;;;;;;
30034;14501;;;;;;;;;;;;;;;;;;
30035;5249;;;;;;;;;;;;;;;;;;
30036;6447;;;;;;;;;;;;;;;;;;
30037;3765;;;;;;;;;;;;;;;;;;
30038;13382;;;;;;;;;;;;;;;;;;
30039;19652;;;;;;;;;;;;;;;;;;
30040;14581;;;;;;;;;;;;;;;;;;
30041;4484;;;;;;;;;;;;;;;;;;
30042;4458;;;;;;;;;;;;;;;;;;
30043;4318;;;;;;;;;;;;;;;;;;
30044;13666;;;;;;;;;;;;;;;;;;
30045;12715;;;;;;;;;;;;;;;;;;
30046;4933;;;;;;;;;;;;;;;;;;
30047;4686;;;;;;;;;;;;;;;;;;
30048;16764;;;;;;;;;;;;;;;;;;
30049;6630;;;;;;;;;;;;;;;;;;
30050;3832;;;;;;;;;;;;;;;;;;
30051;4356;;;;;;;;;;;;;;;;;;
30052;8296;;;;;;;;;;;;;;;;;;
30053;8922;;;;;;;;;;;;;;;;;;
30054;7980;;;;;;;;;;;;;;;;;;
30055;6974;;;;;;;;;;;;;;;;;;
30056;5186;;;;;;;;;;;;;;;;;;
30057;3839;;;;;;;;;;;;;;;;;;
30058;7722;;;;;;;;;;;;;;;;;;
30059;8713;;;;;;;;;;;;;;;;;;
30060;6363;;;;;;;;;;;;;;;;;;
30061;6795;;;;;;;;;;;;;;;;;;
30062;6431;;;;;;;;;;;;;;;;;;
30063;5090;;;;;;;;;;;;;;;;;;
30064;4067;;;;;;;;;;;;;;;;;;
30065;17206;;;;;;;;;;;;;;;;;;
30066;5878;;;;;;;;;;;;;;;;;;
30067;4188;;;;;;;;;;;;;;;;;;
30068;19780;;;;;;;;;;;;;;;;;;
30069;9110;;;;;;;;;;;;;;;;;;
30070;4811;;;;;;;;;;;;;;;;;;
30071;8504;;;;;;;;;;;;;;;;;;
30072;6369;;;;;;;;;;;;;;;;;;
30073;5858;;;;;;;;;;;;;;;;;;
30074;10380;;;;;;;;;;;;;;;;;;
30075;6257;;;;;;;;;;;;;;;;;;
30076;3753;;;;;;;;;;;;;;;;;;
30077;8482;;;;;;;;;;;;;;;;;;
30078;4775;;;;;;;;;;;;;;;;;;
30079;4872;;;;;;;;;;;;;;;;;;
30080;4764;;;;;;;;;;;;;;;;;;
30081;11498;;;;;;;;;;;;;;;;;;
30082;10052;;;;;;;;;;;;;;;;;;
30083;4393;;;;;;;;;;;;;;;;;;
30084;7876;;;;;;;;;;;;;;;;;;
30085;11783;;;;;;;;;;;;;;;;;;
30086;4641;;;;;;;;;;;;;;;;;;
30087;20126;;;;;;;;;;;;;;;;;;
30088;6318;;;;;;;;;;;;;;;;;;
30089;10815;;;;;;;;;;;;;;;;;;
30090;10132;;;;;;;;;;;;;;;;;;
30091;5399;;;;;;;;;;;;;;;;;;
30092;8595;;;;;;;;;;;;;;;;;;
30093;9516;;;;;;;;;;;;;;;;;;
30094;6553;;;;;;;;;;;;;;;;;;
30095;5136;;;;;;;;;;;;;;;;;;
30096;4423;;;;;;;;;;;;;;;;;;
30097;13771;;;;;;;;;;;;;;;;;;
30098;4113;;;;;;;;;;;;;;;;;;
30099;6689;;;;;;;;;;;;;;;;;;
30100;7915;;;;;;;;;;;;;;;;;;
30101;8316;;;;;;;;;;;;;;;;;;
30102;10909;;;;;;;;;;;;;;;;;;
30103;3624;;;;;;;;;;;;;;;;;;
30104;3957;;;;;;;;;;;;;;;;;;
30105;13684;;;;;;;;;;;;;;;;;;
30106;5411;;;;;;;;;;;;;;;;;;
30107;3223;;;;;;;;;;;;;;;;;;
30108;16996;;;;;;;;;;;;;;;;;;
30109;7431;;;;;;;;;;;;;;;;;;
30110;2147;;;;;;;;;;;;;;;;;;
30111;8354;;;;;;;;;;;;;;;;;;
30112;9085;;;;;;;;;;;;;;;;;;
30113;4882;;;;;;;;;;;;;;;;;;
30114;6801;;;;;;;;;;;;;;;;;;
30115;9759;;;;;;;;;;;;;;;;;;
30116;10220;;;;;;;;;;;;;;;;;;
30117;6165;;;;;;;;;;;;;;;;;;
30118;30265;;;;;;;;;;;;;;;;;;
30119;10842;;;;;;;;;;;;;;;;;;
30120;8322;;;;;;;;;;;;;;;;;;
30121;5438;;;;;;;;;;;;;;;;;;
30122;5034;;;;;;;;;;;;;;;;;;
30123;10278;;;;;;;;;;;;;;;;;;
30124;8405;;;;;;;;;;;;;;;;;;
30125;8099;;;;;;;;;;;;;;;;;;
30126;8686;;;;;;;;;;;;;;;;;;
30127;3079;;;;;;;;;;;;;;;;;;
30128;8926;;;;;;;;;;;;;;;;;;
30129;7380;;;;;;;;;;;;;;;;;;
30130;5925;;;;;;;;;;;;;;;;;;
30131;20141;;;;;;;;;;;;;;;;;;
30132;6169;;;;;;;;;;;;;;;;;;
30133;10618;;;;;;;;;;;;;;;;;;
30134;9064;;;;;;;;;;;;;;;;;;
30135;6947;;;;;;;;;;;;;;;;;;
30136;8938;;;;;;;;;;;;;;;;;;
30137;3437;;;;;;;;;;;;;;;;;;
30138;19869;;;;;;;;;;;;;;;;;;
30139;8949;;;;;;;;;;;;;;;;;;
30140;4030;;;;;;;;;;;;;;;;;;
30141;7595;;;;;;;;;;;;;;;;;;
30142;5977;;;;;;;;;;;;;;;;;;
30143;6630;;;;;;;;;;;;;;;;;;
30144;6349;;;;;;;;;;;;;;;;;;
30145;12188;;;;;;;;;;;;;;;;;;
30146;3732;;;;;;;;;;;;;;;;;;
30147;3198;;;;;;;;;;;;;;;;;;
30148;7306;;;;;;;;;;;;;;;;;;
30149;3901;;;;;;;;;;;;;;;;;;
30150;6136;;;;;;;;;;;;;;;;;;
30151;5994;;;;;;;;;;;;;;;;;;
30152;8907;;;;;;;;;;;;;;;;;;
30153;6005;;;;;;;;;;;;;;;;;;
30154;4560;;;;;;;;;;;;;;;;;;
30155;6439;;;;;;;;;;;;;;;;;;
30156;3534;;;;;;;;;;;;;;;;;;
30157;5717;;;;;;;;;;;;;;;;;;
30158;6074;;;;;;;;;;;;;;;;;;
30159;2647;;;;;;;;;;;;;;;;;;
30160;6307;;;;;;;;;;;;;;;;;;
30161;7332;;;;;;;;;;;;;;;;;;
30162;4923;;;;;;;;;;;;;;;;;;
30163;3850;;;;;;;;;;;;;;;;;;
30164;9162;;;;;;;;;;;;;;;;;;
30165;3523;;;;;;;;;;;;;;;;;;
30166;4422;;;;;;;;;;;;;;;;;;
30167;5220;;;;;;;;;;;;;;;;;;
30168;4245;;;;;;;;;;;;;;;;;;
30169;6229;;;;;;;;;;;;;;;;;;
30170;4099;;;;;;;;;;;;;;;;;;
30171;4105;;;;;;;;;;;;;;;;;;
30172;5513;;;;;;;;;;;;;;;;;;
30173;5774;;;;;;;;;;;;;;;;;;
30174;9875;;;;;;;;;;;;;;;;;;
30175;6969;;;;;;;;;;;;;;;;;;
30176;9293;;;;;;;;;;;;;;;;;;
30177;4402;;;;;;;;;;;;;;;;;;
30178;11038;;;;;;;;;;;;;;;;;;
30179;5112;;;;;;;;;;;;;;;;;;
30180;3901;;;;;;;;;;;;;;;;;;
30181;8302;;;;;;;;;;;;;;;;;;
30182;8451;;;;;;;;;;;;;;;;;;
30183;6856;;;;;;;;;;;;;;;;;;
30184;3326;;;;;;;;;;;;;;;;;;
30185;7324;;;;;;;;;;;;;;;;;;
30186;9313;;;;;;;;;;;;;;;;;;
30187;3671;;;;;;;;;;;;;;;;;;
30188;4843;;;;;;;;;;;;;;;;;;
30189;14301;;;;;;;;;;;;;;;;;;
30190;8546;;;;;;;;;;;;;;;;;;
30191;13195;;;;;;;;;;;;;;;;;;
30192;9529;;;;;;;;;;;;;;;;;;
30193;21732;;;;;;;;;;;;;;;;;;
30194;5094;;;;;;;;;;;;;;;;;;
30195;3168;;;;;;;;;;;;;;;;;;
30196;9228;;;;;;;;;;;;;;;;;;
30197;6407;;;;;;;;;;;;;;;;;;
30198;3757;;;;;;;;;;;;;;;;;;
30199;6369;;;;;;;;;;;;;;;;;;
30200;5079;;;;;;;;;;;;;;;;;;
30201;4714;;;;;;;;;;;;;;;;;;
30202;2898;;;;;;;;;;;;;;;;;;
30203;3897;;;;;;;;;;;;;;;;;;
30204;13070;;;;;;;;;;;;;;;;;;
30205;8956;;;;;;;;;;;;;;;;;;
30206;17431;;;;;;;;;;;;;;;;;;
30207;8802;;;;;;;;;;;;;;;;;;
30208;11110;;;;;;;;;;;;;;;;;;
30209;4666;;;;;;;;;;;;;;;;;;
30210;4016;;;;;;;;;;;;;;;;;;
30211;8299;;;;;;;;;;;;;;;;;;
30212;3564;;;;;;;;;;;;;;;;;;
31001;7157;;;;;;;;;;;;;;;;;;
31002;9294;;;;;;;;;;;;;;;;;;
31003;6931;;;;;;;;;;;;;;;;;;
31004;11022;;;;;;;;;;;;;;;;;;
31005;10090;;;;;;;;;;;;;;;;;;
31006;6378;;;;;;;;;;;;;;;;;;
31007;10643;;;;;;;;;;;;;;;;;;
31008;5547;;;;;;;;;;;;;;;;;;
31009;9827;;;;;;;;;;;;;;;;;;
31010;3828;;;;;;;;;;;;;;;;;;
31011;6056;;;;;;;;;;;;;;;;;;
31012;6353;;;;;;;;;;;;;;;;;;
31013;11745;;;;;;;;;;;;;;;;;;
31014;4756;;;;;;;;;;;;;;;;;;
31015;7604;;;;;;;;;;;;;;;;;;
31016;4811;;;;;;;;;;;;;;;;;;
31017;3677;;;;;;;;;;;;;;;;;;
31018;6758;;;;;;;;;;;;;;;;;;
31019;4274;;;;;;;;;;;;;;;;;;
31020;11589;;;;;;;;;;;;;;;;;;
31021;5972;;;;;;;;;;;;;;;;;;
31022;4282;;;;;;;;;;;;;;;;;;
31023;11477;;;;;;;;;;;;;;;;;;
31024;6363;;;;;;;;;;;;;;;;;;
31025;6584;;;;;;;;;;;;;;;;;;
31026;11200;;;;;;;;;;;;;;;;;;
31027;13246;;;;;;;;;;;;;;;;;;
31028;8717;;;;;;;;;;;;;;;;;;
31029;8092;;;;;;;;;;;;;;;;;;
